IndividualsFID,Alias,Sex,BirthYear,DeathYear,Mom,FirstSighted,FirstSighted_Begin1993,LastSighted_End2014,HI_Indiv,Year_Confirmed,First_HI_Type,HI_Injury,Year_of_Injury,Injury_Type
816,LDMA,Probable Female,NA,2012,NA,10-Oct-88,23-Sep-93,09-Dec-11,0,NA,NA,0,NA,NA
204,LDNK,NA,NA,NA,NA,24-Sep-81,19-Jun-98,23-Jun-98,0,NA,NA,0,NA,NA
1951,LEMS,NA,NA,NA,NA,08-Jul-93,08-Jul-93,06-Oct-00,0,NA,NA,0,NA,NA
3542,LEON,NA,1997,NA,M145,26-Jun-03,26-Jun-03,13-Aug-07,0,NA,NA,0,NA,NA
205,LFLG,Male,NA,NA,NA,24-Sep-81,21-Jul-93,01-Jul-04,0,NA,NA,0,NA,NA
1031,LGSC,NA,NA,NA,MTMN,12-Oct-89,27-May-93,20-Oct-95,0,NA,NA,0,NA,NA
1517,LHLV,NA,NA,NA,NA,22-Jul-91,06-Jul-93,08-Oct-08,0,NA,NA,0,NA,NA
5554,LINK,NA,2014,NA,ZEL2,03-Oct-14,03-Oct-14,01-Dec-14,0,NA,NA,0,NA,NA
5188,LITT,NA,NA,NA,NA,13-Feb-11,13-Feb-11,02-Dec-13,0,NA,NA,0,NA,NA
2201,LIWB,NA,NA,NA,NA,20-Oct-94,20-Oct-94,20-Oct-94,0,NA,NA,0,NA,NA
4029,LIZ1,NA,2008,NA,LIZD,06-Aug-08,06-Aug-08,29-Nov-14,0,NA,NA,0,NA,NA
2734,LIZD,Female,NA,NA,SHTC,21-Oct-97,21-Oct-97,02-Oct-14,0,NA,NA,0,NA,NA
2644,LLLN,Male,NA,NA,NA,18-Sep-97,18-Sep-97,13-Nov-14,0,NA,NA,0,NA,NA
947,LNBT,NA,NA,NA,NA,17-Sep-89,10-Feb-93,11-Sep-06,0,NA,NA,0,NA,NA
4946,LNC2,NA,2011,NA,LNPC,11-May-11,11-May-11,15-Sep-14,0,NA,NA,0,NA,NA
5505,LNC3,NA,2014,2014,LNPC,06-Jun-14,06-Jun-14,06-Jun-14,0,NA,NA,0,NA,NA
3865,LNCC,Probable Female,2006,NA,LNPC,24-May-06,24-May-06,02-Oct-14,1,2012,"A, C",0,NA,NA
4885,LNL1,NA,2011,NA,LNLD,01-Feb-12,01-Feb-12,13-Nov-14,0,NA,NA,0,NA,NA
3808,LNLD,Female,NA,NA,NA,16-May-05,16-May-05,13-Nov-14,1,2006,A,0,NA,NA
2626,LNPC,Female,<1997,NA,LNPF,28-Aug-97,28-Aug-97,11-Dec-14,0,NA,NA,0,NA,NA
593,LNPF,Probable Female,NA,NA,NA,09-Sep-88,08-Dec-94,05-Nov-14,0,NA,NA,0,NA,NA
752,LNST,NA,NA,NA,NA,29-Sep-88,15-Jun-93,02-Feb-12,0,NA,NA,0,NA,NA
38,LOBE,NA,NA,NA,NA,31-Aug-75,18-May-93,17-May-96,0,NA,NA,0,NA,NA
2593,LONE,NA,NA,NA,NA,11-Aug-97,11-Aug-97,08-Oct-14,0,NA,NA,0,NA,NA
3092,LOT1,NA,2000,NA,LOTB,01-Oct-00,01-Oct-00,30-May-02,0,NA,NA,0,NA,NA
3816,LOT2,NA,2005,NA,LOTB,17-Jun-05,17-Jun-05,05-Jun-08,0,NA,NA,0,NA,NA
5561,LOT3,NA,NA,NA,LOTB,18-Jun-09,18-Jun-09,17-Aug-10,0,NA,NA,0,NA,NA
5568,LOT4,NA,NA,NA,LOTB,02-Apr-12,02-Apr-12,12-Jun-12,0,NA,NA,0,NA,NA
1423,LOTB,Probable Female,NA,NA,NA,05-Oct-90,30-Apr-93,12-Jun-12,0,NA,NA,0,NA,NA
2345,LRBD,NA,NA,NA,NA,08-Aug-96,08-Aug-96,12-Sep-06,0,NA,NA,0,NA,NA
206,LSL1,NA,NA,NA,NA,24-Sep-81,15-Jun-93,24-Sep-93,0,NA,NA,0,NA,NA
98,LSPL,NA,NA,NA,NA,23-Sep-80,07-May-96,13-Jun-02,0,NA,NA,0,NA,NA
1530,LSPO,Male,NA,2000,NA,11-Aug-91,20-Aug-93,12-Jan-00,0,NA,NA,0,NA,NA
2233,LTET,NA,NA,NA,NA,19-Apr-95,19-Apr-95,11-Jul-95,0,NA,NA,0,NA,NA
2549,LTS2,NA,NA,NA,LTSM,28-Aug-96,28-Aug-96,28-Aug-96,0,NA,NA,0,NA,NA
1395,LTSM,Probable Female,NA,NA,NA,26-Sep-90,04-Apr-95,28-Aug-96,0,NA,NA,0,NA,NA
2120,LUMP,NA,NA,NA,NA,07-Jan-94,07-Jan-94,23-Mar-94,0,NA,NA,0,NA,NA
3579,LWHP,NA,NA,NA,NA,20-Aug-03,20-Aug-03,22-May-14,0,NA,NA,0,NA,NA
865,LWMN,NA,NA,NA,NA,07-Sep-89,21-Oct-94,18-Jul-03,0,NA,NA,0,NA,NA
3802,LWP1,Female,2004,NA,LWPT,11-Mar-05,11-Mar-05,23-May-08,0,NA,NA,0,NA,NA
4016,LWP2,NA,2008,NA,LWPT,12-Jun-08,12-Jun-08,18-Sep-08,0,NA,NA,0,NA,NA
3668,LWPT,Female,NA,NA,NA,08-Oct-03,08-Oct-03,18-Sep-08,0,NA,NA,0,NA,NA
3988,LYFN,NA,NA,NA,NA,25-Oct-07,25-Oct-07,04-Jun-14,0,NA,NA,0,NA,NA
1850,LYLU,NA,NA,NA,NA,08-Sep-92,16-Mar-95,31-May-01,0,NA,NA,0,NA,NA
718,M145,Probable Female,NA,NA,NA,23-Sep-88,15-Feb-95,13-Nov-14,1,2007,A,0,NA,NA
3985,M164,NA,NA,NA,NA,14-Sep-07,14-Sep-07,07-Oct-08,0,NA,NA,0,NA,NA
3849,MAN1,NA,NA,NA,MANT,27-Mar-06,27-Mar-06,07-Aug-14,0,NA,NA,0,NA,NA
4063,MAN2,NA,NA,NA,MANT,17-Nov-09,17-Nov-09,01-Oct-12,0,NA,NA,0,NA,NA
5046,MAN3,NA,NA,NA,MANT,12-Jun-13,12-Jun-13,09-Jul-13,0,NA,NA,0,NA,NA
1730,MANT,Probable Female,NA,NA,NA,17-Mar-92,15-Feb-95,22-May-14,0,NA,NA,0,NA,NA
773,MARX,NA,NA,NA,NA,01-Oct-88,17-Aug-00,20-Jan-03,0,NA,NA,0,NA,NA
4147,MAUD,NA,NA,NA,NA,01-Dec-09,01-Dec-09,13-Nov-14,0,NA,NA,0,NA,NA
1370,MBAB,NA,NA,NA,NA,17-Sep-90,10-Feb-93,10-Feb-09,0,NA,NA,0,NA,NA
990,MBOX,NA,NA,NA,NA,04-Oct-89,15-Jun-93,24-Sep-93,0,NA,NA,0,NA,NA
2293,MCM2,NA,1994,NA,MCMA,28-Feb-94,28-Feb-94,23-May-96,0,NA,NA,0,NA,NA
5409,MCM3,NA,1999,NA,MCMA,13-May-99,13-May-99,22-Oct-02,0,NA,NA,0,NA,NA
174,MCMA,Female,NA,NA,NA,23-May-81,30-Mar-93,10-Jul-01,0,NA,NA,0,NA,NA
1072,MDLB,Male,NA,2011,NA,12-Aug-90,23-Aug-93,22-Sep-07,0,NA,NA,0,NA,NA
1933,MDNK,Female,NA,NA,NA,18-Jun-93,18-Jun-93,12-Jun-08,0,NA,NA,0,NA,NA
2282,MDPK,NA,NA,NA,NA,23-Feb-96,23-Feb-96,12-Jun-97,0,NA,NA,0,NA,NA
1934,MDSQ,NA,NA,NA,NA,28-Jun-93,28-Jun-93,15-Jul-03,0,NA,NA,0,NA,NA
3930,MEAD,Female,NA,NA,NA,29-Sep-06,29-Sep-06,22-May-14,0,NA,NA,0,NA,NA
1834,MHBT,NA,NA,NA,NA,01-Sep-92,06-Nov-97,11-Sep-06,0,NA,NA,0,NA,NA
1503,MIDF,Male,NA,NA,NA,26-Jun-91,10-Feb-93,05-Jun-14,0,NA,NA,0,NA,NA
2204,MIDM,Male,NA,2021,NA,17-Jan-95,17-Jan-95,04-Sep-13,0,NA,NA,0,NA,NA
2917,MJM2,NA,1998,NA,MJMA,17-Jul-98,17-Jul-98,07-Nov-13,0,NA,NA,0,NA,NA
2254,MLOB,Female,NA,NA,NA,11-Jul-95,11-Jul-95,12-Nov-03,0,NA,NA,0,NA,NA
2255,MLOC,NA,<1995,NA,MLOB,11-Jul-95,11-Jul-95,24-Apr-97,0,NA,NA,0,NA,NA
868,MLTS,NA,NA,NA,NA,07-Sep-89,18-May-93,16-Aug-10,0,NA,NA,0,NA,NA
4752,MLVN,NA,NA,NA,NA,25-Mar-04,25-Mar-04,02-Oct-14,1,2008,A,0,NA,NA
1544,MM62,NA,NA,NA,NA,12-Aug-91,22-Sep-93,19-Apr-95,0,NA,NA,0,NA,NA
1835,MM68,NA,NA,NA,NA,01-Sep-92,18-May-93,18-May-93,0,NA,NA,0,NA,NA
686,MM72,Male,NA,2015,NA,20-Sep-88,21-Sep-93,04-Sep-13,0,NA,NA,0,NA,NA
2785,MNC2,NA,NA,NA,MNCB,09-Feb-98,09-Feb-98,09-Feb-98,0,NA,NA,0,NA,NA
123,MNCB,Probable Female,NA,NA,NA,28-Sep-80,20-Sep-93,09-Feb-98,0,NA,NA,0,NA,NA
2833,MNIC,NA,1998,NA,MNIK,14-May-98,14-May-98,25-Jun-02,0,NA,NA,0,NA,NA
1646,MNIK,Probable Female,NA,NA,NA,04-Sep-91,22-Sep-93,21-Apr-04,0,NA,NA,0,NA,NA
1959,MOCH,NA,NA,NA,NA,17-Aug-93,17-Aug-93,04-Oct-96,1,1993,F,0,NA,NA
105,MOLA,Probable Female,NA,NA,NA,25-Sep-80,18-May-93,21-Nov-02,0,NA,NA,0,NA,NA
2562,MOML,NA,NA,NA,NA,27-Mar-97,27-Mar-97,27-Mar-97,0,NA,NA,0,NA,NA
5362,MOOY,NA,NA,NA,NA,28-Sep-10,28-Sep-10,12-Nov-13,0,NA,NA,0,NA,NA
954,MORB,Male,NA,NA,NA,18-Sep-89,24-Sep-93,12-Aug-13,0,NA,NA,0,NA,NA
2834,MORC,NA,NA,NA,MORN,14-May-98,14-May-98,14-May-98,0,NA,NA,0,NA,NA
754,MORN,Female,NA,NA,NA,29-Sep-88,04-Jun-97,20-Aug-13,0,NA,NA,0,NA,NA
1960,MPTB,Male,NA,NA,NA,17-Aug-93,17-Aug-93,03-Dec-14,1,2013,A,0,NA,NA
992,MRMS,NA,NA,NA,NA,04-Oct-89,24-Sep-93,06-Jan-04,0,NA,NA,0,NA,NA
5049,MRN2,NA,NA,NA,MORN,20-May-13,20-May-13,20-Aug-13,0,NA,NA,0,NA,NA
580,MSLB,Female,NA,1997,NA,10-Jul-88,08-Jul-93,11-Jul-97,0,NA,NA,0,NA,NA
624,MSQ2,NA,NA,NA,NA,16-Sep-88,17-Jun-93,24-May-06,0,NA,NA,0,NA,NA
1647,MSQL,NA,NA,NA,NA,04-Sep-91,27-Aug-96,27-Aug-96,0,NA,NA,0,NA,NA
1513,MSR2,NA,NA,NA,NA,19-Jul-91,08-Jun-93,20-Nov-09,0,NA,NA,0,NA,NA
1724,MSUC,NA,1991,NA,MSUM,22-Dec-91,29-Jun-95,05-Nov-07,0,NA,NA,0,NA,NA
1725,MSUM,Probable Female,NA,NA,NA,22-Dec-91,21-Mar-95,09-Mar-07,0,NA,NA,0,NA,NA
5117,MTB1,NA,NA,NA,MTBG,30-Aug-10,30-Aug-10,03-Nov-10,0,NA,NA,0,NA,NA
3523,MTBG,Female,NA,NA,NA,15-May-03,15-May-03,08-Oct-14,0,NA,NA,0,NA,NA
3918,MTEL,NA,NA,NA,NA,11-Sep-06,11-Sep-06,09-Jul-12,0,NA,NA,0,NA,NA
3157,MTHR,NA,NA,NA,NA,28-Jun-01,28-Jun-01,03-Dec-12,0,NA,NA,0,NA,NA
755,MTLR,NA,NA,NA,NA,29-Sep-88,18-May-93,10-Feb-09,0,NA,NA,0,NA,NA
1022,MTMN,Probable Female,NA,NA,NA,11-Oct-89,27-May-93,24-Oct-96,0,NA,NA,0,NA,NA
1545,MTSS,Probable Female,NA,NA,NA,12-Aug-91,24-Mar-94,22-May-14,0,NA,NA,0,NA,NA
3732,MTWO,Male,NA,2018,NA,21-May-04,21-May-04,11-Sep-06,0,NA,NA,0,NA,NA
650,MUBT,NA,NA,NA,NA,19-Sep-88,30-Sep-97,26-Sep-08,0,NA,NA,0,NA,NA
2645,MVON,Male,NA,NA,NA,18-Sep-97,18-Sep-97,21-Jan-03,0,NA,NA,0,NA,NA
2680,MYST,Female,NA,NA,NA,03-Oct-97,03-Oct-97,15-Sep-10,0,NA,NA,0,NA,NA
1836,NACK,Male,NA,2020,NA,01-Sep-92,18-Sep-97,29-Jun-12,0,NA,NA,0,NA,NA
3834,NADW,NA,NA,NA,NA,04-Nov-05,04-Nov-05,21-May-14,0,NA,NA,0,NA,NA
5532,NANA,Probable Male,2014,NA,PNTB,01-Aug-14,01-Aug-14,06-Nov-14,0,NA,NA,0,NA,NA
5579,NHNK,NA,NA,NA,NA,29-Nov-14,29-Nov-14,29-Nov-14,0,NA,NA,0,NA,NA
924,NIB2,Probable Female,NA,NA,NA,13-Sep-89,19-Oct-93,04-Oct-12,0,NA,NA,0,NA,NA
2826,NIGT,NA,NA,NA,NA,13-May-98,13-May-98,10-Feb-14,0,NA,NA,0,NA,NA
982,NIK2,NA,NA,NA,NA,02-Oct-89,28-Jun-93,04-Feb-08,0,NA,NA,0,NA,NA
3936,NIP2,NA,NA,NA,NIPN,14-Nov-06,14-Nov-06,13-Nov-14,0,NA,NA,0,NA,NA
457,NIPP,NA,NA,NA,NA,22-Jul-83,23-Feb-96,29-Sep-06,0,NA,NA,0,NA,NA
1700,NKAL,NA,NA,NA,NA,24-Sep-91,19-Oct-93,05-Sep-13,0,NA,NA,0,NA,NA
5051,NKL2,NA,NA,NA,NKLN,15-Sep-10,15-Sep-10,17-Jun-11,0,NA,NA,0,NA,NA
3146,NKLD,NA,NA,NA,NA,14-Mar-01,14-Mar-01,10-Oct-03,0,NA,NA,0,NA,NA
1377,NKLN,Female,NA,NA,NA,18-Sep-90,05-Feb-93,17-Jun-11,0,NA,NA,0,NA,NA
2966,NKNC,NA,1998,NA,NKNN,19-Aug-98,19-Aug-98,06-Oct-98,0,NA,NA,0,NA,NA
458,NKNN,Probable Female,NA,NA,NA,22-Jul-83,25-May-94,10-Mar-00,0,NA,NA,0,NA,NA
5538,NKS1,NA,NA,NA,NKSH,05-Feb-14,05-Feb-14,07-Aug-14,0,NA,NA,0,NA,NA
3857,NKSH,Probable Female,NA,NA,NA,20-Apr-06,20-Apr-06,07-Aug-14,0,NA,NA,0,NA,NA
858,NLPS,NA,NA,2016,NA,24-Aug-89,27-May-93,12-Aug-13,0,NA,NA,0,NA,NA
1419,NOMS,Male,NA,NA,NA,02-Oct-90,19-Oct-93,22-Jun-04,0,NA,NA,0,NA,NA
3970,NPK1,NA,2007,NA,NPKR,05-Jul-07,05-Jul-07,31-Aug-07,0,NA,NA,0,NA,NA
925,NPKR,Probable Female,NA,NA,NPK1,13-Sep-89,17-Sep-93,31-Aug-07,0,NA,NA,0,NA,NA
3860,OIEA,NA,NA,NA,NA,25-Apr-06,25-Apr-06,03-Dec-14,0,NA,NA,0,NA,NA
3009,OINK,NA,NA,NA,NA,25-Aug-99,25-Aug-99,18-Jul-03,0,NA,NA,0,NA,NA
4992,OPAL,NA,NA,NA,NA,15-Jun-12,15-Jun-12,18-Jun-12,0,NA,NA,0,NA,NA
5264,OPTP,NA,NA,NA,NA,14-Feb-00,14-Feb-00,08-Sep-10,0,NA,NA,0,NA,NA
4940,ORNG,NA,NA,NA,NA,02-Jul-12,02-Jul-12,11-Dec-14,0,NA,NA,0,NA,NA
4164,OTH_1083,NA,NA,NA,NA,07-May-10,07-May-10,07-May-10,0,NA,NA,0,NA,NA
4228,OTH_183,NA,NA,NA,NA,23-Apr-01,23-Apr-01,23-Apr-01,0,NA,NA,0,NA,NA
4268,OTH_230,NA,NA,NA,NA,21-Feb-01,21-Feb-01,21-Feb-01,0,NA,NA,0,NA,NA
4328,OTH_292,NA,NA,NA,NA,18-Aug-98,18-Aug-98,18-Aug-98,0,NA,NA,0,NA,NA
4330,OTH_295,NA,NA,NA,NA,11-Oct-01,11-Oct-01,11-Oct-01,0,NA,NA,0,NA,NA
4392,OTH_376,NA,NA,NA,NA,13-Aug-99,13-Aug-99,25-Aug-99,0,NA,NA,0,NA,NA
4394,OTH_378,NA,NA,NA,NA,13-May-99,13-May-99,25-Aug-99,0,NA,NA,0,NA,NA
4403,OTH_395,NA,NA,NA,NA,15-Aug-97,15-Aug-97,26-Aug-97,0,NA,NA,0,NA,NA
4428,OTH_441,NA,NA,NA,NA,14-Jul-95,14-Jul-95,14-Jul-95,0,NA,NA,0,NA,NA
4437,OTH_456,NA,NA,NA,NA,07-Nov-95,07-Nov-95,07-Nov-95,0,NA,NA,0,NA,NA
4446,OTH_487,NA,NA,NA,NA,13-Jul-95,13-Jul-95,13-Jul-95,0,NA,NA,0,NA,NA
4453,OTH_503,NA,NA,NA,NA,12-May-00,12-May-00,09-Jul-00,0,NA,NA,0,NA,NA
4455,OTH_506,NA,NA,NA,NA,16-Aug-00,16-Aug-00,16-Aug-00,0,NA,NA,0,NA,NA
4462,OTH_519,NA,NA,NA,NA,08-Nov-01,08-Nov-01,09-Nov-01,0,NA,NA,0,NA,NA
4480,OTH_561,NA,NA,NA,NA,21-Feb-01,21-Feb-01,21-Feb-01,0,NA,NA,0,NA,NA
4490,OTH_590,NA,NA,NA,NA,28-Jun-01,28-Jun-01,28-Jun-01,0,NA,NA,0,NA,NA
4491,OTH_591,NA,NA,NA,NA,08-Dec-95,08-Dec-95,08-Dec-95,0,NA,NA,0,NA,NA
4496,OTH_597,NA,NA,NA,NA,11-Feb-99,11-Feb-99,11-Feb-99,0,NA,NA,0,NA,NA
4502,OTH_601,NA,NA,NA,NA,24-Aug-95,24-Aug-95,24-Aug-95,0,NA,NA,0,NA,NA
4503,OTH_602,NA,NA,NA,NA,25-Aug-99,25-Aug-99,25-Aug-99,0,NA,NA,0,NA,NA
4505,OTH_604,NA,NA,NA,NA,21-Feb-94,21-Feb-94,21-Feb-94,0,NA,NA,0,NA,NA
4506,OTH_605,NA,NA,NA,NA,03-Aug-05,03-Aug-05,03-Aug-05,0,NA,NA,0,NA,NA
4507,OTH_606,NA,NA,NA,NA,18-May-98,18-May-98,18-May-98,0,NA,NA,0,NA,NA
4508,OTH_607,NA,NA,NA,NA,18-Jun-01,18-Jun-01,16-Jul-01,0,NA,NA,0,NA,NA
4510,OTH_609,NA,NA,NA,NA,16-Aug-00,16-Aug-00,16-Aug-00,0,NA,NA,0,NA,NA
4512,OTH_610,NA,NA,NA,NA,01-May-95,01-May-95,01-May-95,0,NA,NA,0,NA,NA
4514,OTH_612,NA,NA,NA,NA,22-Aug-03,22-Aug-03,22-Aug-03,0,NA,NA,0,NA,NA
4587,OTH_702,NA,NA,NA,NA,18-Jul-03,18-Jul-03,18-Jul-03,0,NA,NA,0,NA,NA
4590,OTH_707,NA,NA,NA,NA,07-Nov-95,07-Nov-95,07-Nov-95,0,NA,NA,0,NA,NA
4740,OTH_894,NA,NA,NA,NA,05-Sep-06,05-Sep-06,19-Oct-10,0,NA,NA,0,NA,NA
4749,OTH_906,NA,NA,NA,NA,11-Sep-06,11-Sep-06,11-Sep-06,0,NA,NA,0,NA,NA
4829,OTH_984,NA,NA,NA,NA,08-Dec-03,08-Dec-03,09-Aug-05,0,NA,NA,0,NA,NA
3994,P3C1,NA,NA,NA,PSC3,29-Jan-08,29-Jan-08,15-Dec-11,0,NA,NA,0,NA,NA
5050,P3C2,NA,NA,NA,PSC3,06-Jul-11,06-Jul-11,13-Jan-14,0,NA,NA,0,NA,NA
3089,P3SP,NA,NA,NA,NA,14-Sep-00,14-Sep-00,21-May-13,1,2006,E,0,NA,NA
3531,PAL1,NA,NA,NA,F231,10-Jun-03,10-Jun-03,24-Apr-06,0,NA,NA,0,NA,NA
5369,PDFT,NA,NA,NA,NA,12-Nov-13,12-Nov-13,12-Nov-13,0,NA,NA,0,NA,NA
3750,PECK,NA,NA,NA,NA,24-Jun-04,24-Jun-04,06-Jul-05,0,NA,NA,0,NA,NA
2964,PHIL,Probable Female,NA,NA,NA,17-Aug-98,17-Aug-98,13-May-14,0,NA,NA,0,NA,NA
2164,PHIN,Female,NA,NA,NA,05-Aug-94,05-Aug-94,06-Sep-06,0,NA,NA,0,NA,NA
3755,PHL1,NA,2004,NA,PHIL,09-Jul-04,09-Jul-04,17-Jul-06,0,NA,NA,0,NA,NA
4030,PHL2,Female,NA,NA,PHIL,06-Aug-08,06-Aug-08,07-Nov-13,0,NA,NA,0,NA,NA
566,PHNE,NA,NA,NA,NA,13-Jun-88,06-Feb-93,22-Jun-98,0,NA,NA,0,NA,NA
3740,PIL1,NA,2004,NA,PILA,16-Jun-04,16-Jun-04,28-Sep-06,0,NA,NA,0,NA,NA
3262,PILA,Female,NA,NA,NA,16-Oct-01,16-Oct-01,28-Sep-06,0,NA,NA,0,NA,NA
210,PINC,NA,NA,NA,NA,24-Sep-81,15-Jun-93,15-Jun-93,0,NA,NA,0,NA,NA
3109,PITA,NA,NA,NA,NA,12-Dec-00,12-Dec-00,08-Jun-11,0,NA,NA,0,NA,NA
2570,PLG2,NA,NA,NA,PLUG,30-Jun-97,30-Jun-97,22-Oct-97,0,NA,NA,0,NA,NA
341,PLOB,NA,NA,NA,NA,20-Aug-82,18-May-93,18-May-93,0,NA,NA,0,NA,NA
1939,PLUC,NA,NA,NA,PLUG,06-Jul-93,06-Jul-93,06-Jul-93,0,NA,NA,0,NA,NA
1925,PLUG,Probable Female,NA,NA,NA,27-May-93,27-May-93,09-Mar-12,0,NA,NA,0,NA,NA
1133,PMID,NA,NA,NA,NA,16-Aug-90,30-Jul-98,12-Jun-02,0,NA,NA,0,NA,NA
3934,PMTI,NA,NA,NA,NA,13-Nov-06,13-Nov-06,02-Oct-14,0,NA,NA,0,NA,NA
269,PN04,NA,NA,NA,NA,08-Jul-82,15-Jun-93,22-Feb-96,0,NA,NA,0,NA,NA
175,PN05,Female,NA,NA,NA,23-May-81,16-Mar-95,24-Apr-09,0,NA,NA,0,NA,NA
4986,PNB2,NA,NA,NA,PNBT,15-Jun-12,15-Jun-12,18-Jun-12,0,NA,NA,0,NA,NA
5042,PNB3,NA,NA,NA,PNBT,11-Jun-13,11-Jun-13,06-Aug-14,0,NA,NA,0,NA,NA
3892,PNBC,Male,2006,NA,PNBT,10-Aug-06,10-Aug-06,11-Jul-08,0,NA,NA,0,NA,NA
3016,PNBS,Male,NA,NA,NA,18-Jan-00,18-Jan-00,06-Jan-04,0,NA,NA,0,NA,NA
653,PNBT,Probable Female,NA,NA,NA,19-Sep-88,17-Sep-93,06-Aug-14,0,NA,NA,0,NA,NA
5377,PNGS,NA,NA,NA,NA,12-Nov-13,12-Nov-13,12-Nov-13,0,NA,NA,0,NA,NA
399,PNKD,NA,NA,NA,NA,25-Jan-83,13-Aug-93,09-Oct-09,0,NA,NA,0,NA,NA
1859,PNLB,NA,NA,NA,NA,09-Sep-92,15-Jun-93,15-Jun-93,0,NA,NA,0,NA,NA
4034,PNTB,Female,NA,NA,NA,15-Aug-08,15-Aug-08,06-Nov-14,0,NA,NA,0,NA,NA
3546,POCO,NA,NA,NA,NA,24-Jul-03,24-Jul-03,22-Feb-05,0,NA,NA,0,NA,NA
2900,POLC,NA,NA,NA,POLV,23-Jun-98,23-Jun-98,23-Jun-98,0,NA,NA,0,NA,NA
1735,POLV,Probable Female,NA,NA,NA,13-May-92,23-Jun-98,06-Jul-11,0,NA,NA,0,NA,NA
859,POOF,NA,NA,NA,NA,05-Sep-89,05-Feb-93,04-Feb-08,0,NA,NA,0,NA,NA
1837,PORT,Probable Female,NA,NA,NA,01-Sep-92,28-Aug-96,16-Aug-05,0,NA,NA,0,NA,NA
5216,PPS1,NA,NA,NA,PPSL,17-Jun-10,17-Jun-10,15-Dec-11,0,NA,NA,0,NA,NA
390,PPSL,Probable Female,NA,NA,NA,19-Oct-82,25-Oct-95,11-Nov-13,0,NA,NA,0,NA,NA
3964,PRF2,NA,2006?,NA,PRFR,19-Jun-07,19-Jun-07,08-Oct-14,0,NA,NA,0,NA,NA
5070,PRF3,NA,NA,NA,PRFR,04-Aug-10,04-Aug-10,10-May-11,0,NA,NA,0,NA,NA
5032,PRF4,NA,NA,NA,PRFR,22-May-13,22-May-13,07-Aug-14,0,NA,NA,0,NA,NA
2591,PRFC,NA,1995?,NA,PRFR,28-Jul-97,28-Jul-97,22-Jun-98,0,NA,NA,0,NA,NA
1018,PRFR,Probable Female,NA,NA,NA,09-Oct-89,06-Feb-93,07-Aug-14,0,NA,NA,0,NA,NA
627,PRN2,Female,NA,NA,NA,16-Sep-88,20-Sep-93,11-Sep-06,0,NA,NA,0,NA,NA
2552,PROF,NA,NA,NA,NA,18-Oct-96,18-Oct-96,04-Sep-13,0,NA,NA,0,NA,NA
3843,PRST,NA,NA,NA,NA,13-Jan-06,13-Jan-06,18-Jul-14,0,NA,NA,0,NA,NA
2299,PSB2,NA,NA,NA,PSBZ,11-Jun-96,11-Jun-96,11-Jun-96,0,NA,NA,0,NA,NA
974,PSBZ,Probable Female,NA,NA,NA,29-Sep-89,19-Oct-93,17-Jul-14,0,NA,NA,0,NA,NA
2545,PSC3,Probable Female,NA,NA,PSDQ,27-Aug-96,27-Aug-96,05-Sep-14,0,NA,NA,0,NA,NA
3004,PSC4,NA,1999,NA,PSDQ,20-Jul-99,20-Jul-99,25-Aug-99,0,NA,NA,0,NA,NA
3928,PSC5,NA,2005,NA,PSDQ,21-Sep-06,21-Sep-06,04-Dec-13,0,NA,NA,0,NA,NA
4055,PSC6,NA,2009,NA,PSDQ,17-Jul-09,17-Jul-09,06-Nov-14,0,NA,NA,0,NA,NA
5347,PSC7,NA,2013,NA,PSDQ,04-Dec-13,04-Dec-13,13-Nov-14,0,NA,NA,0,NA,NA
1685,PSD2,NA,1991?,NA,PSDZ,13-Sep-91,27-May-93,09-Jul-13,0,NA,NA,0,NA,NA
840,PSDC,NA,<1989,NA,PSDZ,11-May-89,28-Jun-93,24-Sep-93,0,NA,NA,0,NA,NA
114,PSDQ,Probable Female,NA,NA,NA,26-Sep-80,13-Aug-93,13-Nov-14,0,NA,NA,0,NA,NA
329,PSDZ,Probable Female,NA,NA,NA,09-Aug-82,27-May-93,22-Apr-94,0,NA,NA,0,NA,NA
2561,PUMP,NA,NA,NA,NA,11-Mar-97,11-Mar-97,18-Mar-99,0,NA,NA,0,NA,NA
2236,Q5LA,NA,NA,NA,NA,02-May-95,02-May-95,22-May-14,0,NA,NA,0,NA,NA
3149,QECD,Male,1999,NA,TSMV,23-Apr-01,23-Apr-01,14-Jul-14,0,NA,NA,0,NA,NA
5005,QUIN,Probable Female,NA,NA,NA,12-Jun-08,12-Jun-08,22-Mar-13,0,NA,NA,0,NA,NA
2646,R27L,NA,NA,NA,NA,18-Sep-97,18-Sep-97,15-Sep-14,0,NA,NA,0,NA,NA
2724,RAVC,NA,NA,NA,ATNA,10-Oct-97,10-Oct-97,10-Oct-97,0,NA,NA,0,NA,NA
3919,RCCR,NA,NA,NA,SBUK,11-Sep-06,11-Sep-06,23-Nov-09,0,NA,NA,0,NA,NA
4934,RCN2,NA,NA,NA,RCNM,11-Jul-11,11-Jul-11,10-Jun-14,0,NA,NA,0,NA,NA
1252,RCNM,Probable Female,NA,NA,NA,22-Aug-90,29-Jun-98,10-Jun-14,0,NA,NA,0,NA,NA
4159,RFIO,NA,NA,NA,FUHU,05-Feb-08,05-Feb-08,01-Oct-13,0,NA,NA,0,NA,NA
